region_name,country,income,agency,channel,dac_category,fiscal_year,amt
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Governance,2005,26066.0
Middle East and North Africa,Morocco,LMIC,DOD,Government,Governance,2000,175250.0
Middle East and North Africa,Morocco,LMIC,USAID,Enterprises,Administrative Costs,2007,17596.0
Middle East and North Africa,Morocco,LMIC,USAID,Enterprises,Administrative Costs,2015,15027.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Health and Population,2006,35006.0
Middle East and North Africa,Iraq,UMIC,ARMY,Enterprises,Health and Population,2010,33497.0
Middle East and North Africa,Syria,LIC,USAID,Multilateral,Humanitarian,2008,2040283.0
Middle East and North Africa,Yemen,LIC,HHS,NGO,Health and Population,2014,557966.0
Middle East and North Africa,Yemen,LIC,USAID,NGO,Humanitarian,2012,531509.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Governance,2019,21616.0
Middle East and North Africa,Iraq,UMIC,USAID,Enterprises,Governance,2007,2737976.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Education,2004,17225.0
Middle East and North Africa,Iran,UMIC,DOD,Government,Other,1959,41194139.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Infrastructure,2006,406358.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Administrative Costs,2020,600863.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Governance,2006,1162.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Health and Population,2004,66481.0
Middle East and North Africa,Iraq,UMIC,STATE,NGO,Governance,2012,44590.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Infrastructure,2006,2478052.0
Middle East and North Africa,Kuwait,HIC,STATE,Government,Other,2018,18373.0
Middle East and North Africa,Iraq,UMIC,DOD,Government,Governance,2005,32257.0
Middle East and North Africa,Yemen,LIC,STATE,Multilateral,Governance,2007,638977.0
Middle East and North Africa,Libya,UMIC,STATE,Government,Governance,2019,213092.0
Middle East and North Africa,Iraq,UMIC,ARMY,Enterprises,Health and Population,2009,18767.0
Middle East and North Africa,Morocco,LMIC,USAID,NGO,Governance,2005,177513.0
Middle East and North Africa,Syria,LIC,USAID,Enterprises,Administrative Costs,2014,34941.0
Middle East and North Africa,Syria,LIC,STATE,NGO,Humanitarian,2008,897602.0
Middle East and North Africa,Morocco,LMIC,USAID,Enterprises,Economic Growth,2009,18983.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Enterprises,Health and Population,2007,73209.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Church and Faith Based,Governance,2003,1590311.0
Middle East and North Africa,Egypt,LMIC,USAID,NGO,Health and Population,2015,234401.0
Middle East and North Africa,Egypt,LMIC,USAID,NGO,Governance,2014,4278917.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Government,Administrative Costs,2018,1430251.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Economic Growth,2011,1720358.0
Middle East and North Africa,Egypt,LMIC,USAID,Universities and Research Institutes,Education,2011,872364.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Education,2006,2964822.0
Middle East and North Africa,Morocco,LMIC,DOD,Government,Governance,2010,156287.0
Middle East and North Africa,Israel,HIC,NAVY,Government,Governance,1998,24982.0
Middle East and North Africa,Israel,HIC,DOD,Government,Governance,2007,114194.0
Middle East and North Africa,Lebanon,UMIC,STATE,NGO,Humanitarian,2018,2956255.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Administrative Costs,2019,115942.0
Middle East and North Africa,Jordan,UMIC,MCC,Government,Administrative Costs,2011,16225.0
Middle East and North Africa,Saudi Arabia,HIC,HHS,Government,Health and Population,2016,53693.0
Middle East and North Africa,Morocco,LMIC,USAID,Government,Other,1957,16517114.0
Middle East and North Africa,Yemen,LIC,STATE,NGO,Governance,2014,27086.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Administrative Costs,2018,990.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Government,Administrative Costs,2012,1063.0
Middle East and North Africa,Algeria,UMIC,STATE,Government,Governance,2014,22652.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Government,Administrative Costs,2016,545070.0
Middle East and North Africa,Jordan,UMIC,STATE,NGO,Humanitarian,2014,4658748.0
Middle East and North Africa,Egypt,LMIC,USAID,Government,Other,1955,269690082.0
Middle East and North Africa,Yemen,LIC,USAID,NGO,Humanitarian,2017,3675610.0
Middle East and North Africa,Egypt,LMIC,ARMY,Government,Governance,1999,56300475.0
Middle East and North Africa,Iraq,UMIC,USAID,NGO,Governance,2007,2312489.0
Middle East and North Africa,Lebanon,UMIC,STATE,NGO,Governance,2015,85684.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Governance,2012,42669.0
Middle East and North Africa,Jordan,UMIC,USAID,NGO,Governance,2008,9144809.0
Middle East and North Africa,Yemen,LIC,DOD,Government,Governance,1980,1365450.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Universities and Research Institutes,Education,2003,72169.0
Middle East and North Africa,Syria,LIC,USAID,Government,Other,2018,11146.0
Middle East and North Africa,Iraq,UMIC,USAID,Multilateral,Humanitarian,2011,3219715.0
Middle East and North Africa,Egypt,LMIC,AGR,Government,Economic Growth,2003,2530737.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Governance,2005,22225.0
Middle East and North Africa,United Arab Emirates,HIC,DOE,Government,Infrastructure,2011,148969.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Church and Faith Based,Governance,2015,1071048.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Enterprises,Education,2002,44522.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Administrative Costs,2013,129557.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Infrastructure,2007,25376526.0
Middle East and North Africa,Israel,HIC,DOD,Government,Governance,2011,411219.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Enterprises,Governance,2003,202919.0
Middle East and North Africa,Morocco,LMIC,DOC,Government,Economic Growth,2005,78103.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Administrative Costs,2009,47502.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,NGO,Education,2014,217553.0
Middle East and North Africa,Tunisia,LMIC,MCC,Government,Other,2018,139489.0
Middle East and North Africa,Libya,UMIC,USAID,Government,Other,1958,123406200.0
Middle East and North Africa,Morocco,LMIC,DOE,Government,Infrastructure,2008,274264.0
Middle East and North Africa,Egypt,LMIC,USAID,Government,Governance,2002,40692.0
Middle East and North Africa,Jordan,UMIC,USAID,Government,Health and Population,2015,222385.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Health and Population,2011,410517.0
Middle East and North Africa,Lebanon,UMIC,USAID,Government,Administrative Costs,2018,1242240.0
Middle East and North Africa,Tunisia,LMIC,STATE,NGO,Governance,2016,23356.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Agriculture,2002,342952.0
Middle East and North Africa,Libya,UMIC,STATE,Multilateral,Humanitarian,2012,13363277.0
Middle East and North Africa,Iraq,UMIC,STATE,NGO,Governance,2012,56230.0
Middle East and North Africa,Jordan,UMIC,USAID,Government,Administrative Costs,2019,184117.0
Middle East and North Africa,Morocco,LMIC,DOD,Government,Governance,2005,22237.0
Middle East and North Africa,Iraq,UMIC,USAID,Government,Humanitarian,2005,1035749.0
Middle East and North Africa,Yemen,LIC,USAID,NGO,Humanitarian,2017,8564369.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,NGO,Governance,2018,423706.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Health and Population,2007,643846.0
Middle East and North Africa,Israel,HIC,STATE,Universities and Research Institutes,Other,2019,122929.0
Middle East and North Africa,Yemen,LIC,USAID,NGO,Health and Population,2019,3500000.0
Middle East and North Africa,Oman,HIC,USAID,Government,Other,1988,9566179.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Economic Growth,2005,661.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Enterprises,Governance,2016,5308222.0
Middle East and North Africa,Israel,HIC,DOD,Government,Governance,2006,3239.0
Middle East and North Africa,Israel,HIC,DOD,Government,Governance,2003,124447.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Universities and Research Institutes,Economic Growth,2016,265411.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Enterprises,Infrastructure,2006,3347.0
Middle East and North Africa,Morocco,LMIC,STATE,Government,Other,2016,137770.0
Middle East and North Africa,Kuwait,HIC,STATE,Government,Other,2017,74624.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Enterprises,Governance,2006,28331.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Administrative Costs,2010,328753.0
Middle East and North Africa,Yemen,LIC,USAID,NGO,Governance,2008,1481002.0
Middle East and North Africa,Yemen,LIC,USAID,Enterprises,Administrative Costs,2014,3103.0
Middle East and North Africa,Lebanon,UMIC,DOD,Government,Governance,2019,742980.0
Middle East and North Africa,Iraq,UMIC,STATE,Enterprises,Governance,2008,614112.0
Middle East and North Africa,Jordan,UMIC,USAID,NGO,Governance,2007,651986.0
Middle East and North Africa,Egypt,LMIC,USAID,Government,Other,1975,43643520.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Health and Population,2007,11415.0
Middle East and North Africa,Iraq,UMIC,USAID,Multilateral,Humanitarian,2017,1173523.0
Middle East and North Africa,Jordan,UMIC,USAID,NGO,Administrative Costs,2020,3788.0
Middle East and North Africa,Israel,HIC,DOD,Government,Governance,2010,29546.0
Middle East and North Africa,Egypt,LMIC,ARMY,Government,Governance,1995,21121.0
Middle East and North Africa,Israel,HIC,USAID,Government,Other,1961,106913844.0
Middle East and North Africa,Jordan,UMIC,DOD,Government,Governance,1987,3821744.0
Middle East and North Africa,Tunisia,LMIC,USAID,Government,Other,1972,52865812.0
Middle East and North Africa,Egypt,LMIC,USAID,NGO,Governance,2009,707791.0
Middle East and North Africa,Lebanon,UMIC,USAID,NGO,Governance,2008,2416912.0
Middle East and North Africa,Tunisia,LMIC,STATE,Government,Governance,2018,18564372.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Government,Commodity Assistance,1993,24001.0
Middle East and North Africa,Algeria,UMIC,DOD,Government,Governance,2011,1092056.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Infrastructure,2006,11252.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Infrastructure,2007,878746.0
Middle East and North Africa,Egypt,LMIC,USAID,NGO,Education,2010,615435.0
Middle East and North Africa,Morocco,LMIC,USAID,Government,Education,2001,1876.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Education,2014,331976.0
Middle East and North Africa,Jordan,UMIC,STATE,NGO,Governance,2010,30388.0
Middle East and North Africa,Yemen,LIC,AGR,Government,Commodity Assistance,2004,23450662.0
Middle East and North Africa,Morocco,LMIC,STATE,Universities and Research Institutes,Governance,2009,72380.0
Middle East and North Africa,West Bank/Gaza,LMIC,STATE,NGO,Governance,2005,96770.0
Middle East and North Africa,Egypt,LMIC,USAID,Government,Administrative Costs,2011,5867424.0
Middle East and North Africa,Tunisia,LMIC,STATE,Government,Other,2018,3364014.0
Middle East and North Africa,Jordan,UMIC,DOD,Government,Governance,2007,253035000.0
Middle East and North Africa,Morocco,LMIC,DOD,Government,Governance,1998,166018.0
Middle East and North Africa,Morocco,LMIC,USAID,Enterprises,Administrative Costs,2007,52198.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Governance,2005,206830.0
Middle East and North Africa,Iraq,UMIC,ARMY,Enterprises,Health and Population,2009,30001.0
Middle East and North Africa,Egypt,LMIC,USAID,Multilateral,Governance,2012,1565763.0
Middle East and North Africa,Iraq,UMIC,DOD,Government,Economic Growth,2005,124124.0
Middle East and North Africa,Oman,HIC,STATE,Multilateral,Governance,2013,633204.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Health and Population,2007,184999.0
Middle East and North Africa,Syria,LIC,USAID,NGO,Humanitarian,2017,1742263.0
Middle East and North Africa,Jordan,UMIC,STATE,Government,Governance,2015,152089.0
Middle East and North Africa,Yemen,LIC,USAID,NGO,Humanitarian,2013,1439983.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Infrastructure,2005,5806.0
Middle East and North Africa,Morocco,LMIC,DOD,Government,Health and Population,2013,237420.0
Middle East and North Africa,Lebanon,UMIC,STATE,Government,Governance,2011,169777.0
Middle East and North Africa,Egypt,LMIC,USAID,NGO,Governance,2008,4221462.0
Middle East and North Africa,West Bank/Gaza,LMIC,STATE,NGO,Governance,2012,56230.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Health and Population,2010,52846.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Health and Population,2009,465615.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Other,2013,76354.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Governance,2005,580622.0
Middle East and North Africa,Egypt,LMIC,HHS,Enterprises,Health and Population,2017,92513.0
Middle East and North Africa,Yemen,LIC,USAID,Multilateral,Governance,2006,487598.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Economic Growth,2011,1031323.0
Middle East and North Africa,Jordan,UMIC,USAID,Government,Administrative Costs,2012,32987.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Other,2004,1416073.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Administrative Costs,2015,12853.0
Middle East and North Africa,Egypt,LMIC,USAID,NGO,Health and Population,2017,111362.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,NGO,Humanitarian,2014,2166859.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Multilateral,Governance,2004,2362750.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Commodity Assistance,2007,72254872.0
Middle East and North Africa,Egypt,LMIC,USAID,NGO,Education,2008,8022074.0
Middle East and North Africa,Iraq,UMIC,USAID,NGO,Humanitarian,2010,6973688.0
Middle East and North Africa,Israel,HIC,DOJ,Government,Governance,2015,49842.0
Middle East and North Africa,Iraq,UMIC,USAID,Enterprises,Governance,2006,3225.0
Middle East and North Africa,Syria,LIC,USAID,NGO,Humanitarian,2016,10119155.0
Middle East and North Africa,Lebanon,UMIC,STATE,NGO,Governance,2016,40767.0
Middle East and North Africa,Egypt,LMIC,ARMY,Government,Governance,2012,297547.0
Middle East and North Africa,Syria,LIC,USAID,NGO,Humanitarian,2016,11873204.0
Middle East and North Africa,Yemen,LIC,USAID,NGO,Humanitarian,2020,435317.0
Middle East and North Africa,Lebanon,UMIC,STATE,NGO,Humanitarian,2018,15859.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Health and Population,2005,222341.0
Middle East and North Africa,Egypt,LMIC,USAID,Enterprises,Governance,2009,16085.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,NGO,Governance,2019,78320.0
Middle East and North Africa,Iraq,UMIC,USAID,NGO,Humanitarian,2007,3475010.0
Middle East and North Africa,Syria,LIC,STATE,Enterprises,Governance,2017,4172526.0
Middle East and North Africa,Kuwait,HIC,STATE,Government,Governance,2006,310905.0
Middle East and North Africa,Egypt,LMIC,TDA,Enterprises,Economic Growth,2010,261878.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Government,Other,2005,64513538.0
Middle East and North Africa,Jordan,UMIC,USAID,Enterprises,Economic Growth,2013,246280.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Infrastructure,2005,1935407.0
Middle East and North Africa,Tunisia,LMIC,USAID,Government,Administrative Costs,2017,8848.0
Middle East and North Africa,Bahrain,HIC,PC,Government,Other,1979,232696.0
Middle East and North Africa,Morocco,LMIC,MCC,Government,Administrative Costs,2012,97952.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Health and Population,2005,154703.0
Middle East and North Africa,Yemen,LIC,USAID,NGO,Humanitarian,2016,5820784.0
Middle East and North Africa,Lebanon,UMIC,USAID,Enterprises,Administrative Costs,2010,35286.0
Middle East and North Africa,Jordan,UMIC,DOD,Government,Governance,2014,12093242.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Enterprises,Administrative Costs,2012,265655.0
Middle East and North Africa,Israel,HIC,STATE,Government,Other,2019,63064.0
Middle East and North Africa,Iraq,UMIC,STATE,Multilateral,Humanitarian,2014,1300116.0
Middle East and North Africa,Morocco,LMIC,USAID,Government,Administrative Costs,2015,6599.0
Middle East and North Africa,Egypt,LMIC,USAID,Government,Other,1978,2389735211.0
Middle East and North Africa,Iraq,UMIC,DOD,Enterprises,Governance,2006,146314.0
Middle East and North Africa,West Bank/Gaza,LMIC,USAID,Enterprises,Governance,2002,3366.0
Middle East and North Africa,Morocco,LMIC,MCC,Government,Agriculture,2010,3078963.0
Middle East and North Africa,Egypt,LMIC,ARMY,Government,Governance,2005,12294.0
Middle East and North Africa,Iraq,UMIC,STATE,NGO,Humanitarian,2007,730260.0
Middle East and North Africa,Iraq,UMIC,ARMY,Enterprises,Health and Population,2009,21248.0
